Real,User,Sys,Algorithm,Iteration
2.18,1.54,0.18,Pull-Topo,1
1.42,1.28,0.12,Pull-Residual,1
3.33,3.19,0.12,Push-Async,1
5.36,5.21,0.13,Push-Sync,1
1.69,1.54,0.12,Pull-Topo,2
1.39,1.26,0.12,Pull-Residual,2
3.34,3.17,0.14,Push-Async,2
5.56,5.39,0.14,Push-Sync,2
1.67,1.53,0.12,Pull-Topo,3
1.41,1.24,0.15,Pull-Residual,3
3.37,3.23,0.13,Push-Async,3
5.37,5.23,0.12,Push-Sync,3
1.73,1.57,0.14,Pull-Topo,4
1.45,1.30,0.12,Pull-Residual,4
3.40,3.26,0.12,Push-Async,4
5.45,5.29,0.13,Push-Sync,4
1.72,1.58,0.12,Pull-Topo,5
1.44,1.28,0.13,Pull-Residual,5
3.33,3.18,0.13,Push-Async,5
5.33,5.18,0.13,Push-Sync,5
1.69,1.54,0.13,Pull-Topo,6
1.44,1.27,0.14,Pull-Residual,6
3.39,3.23,0.13,Push-Async,6
5.39,5.21,0.16,Push-Sync,6
1.71,1.54,0.14,Pull-Topo,7
1.42,1.28,0.12,Pull-Residual,7
3.38,3.21,0.14,Push-Async,7
5.36,5.19,0.14,Push-Sync,7
1.69,1.53,0.14,Pull-Topo,8
1.46,1.30,0.13,Pull-Residual,8
3.41,3.25,0.14,Push-Async,8
5.35,5.21,0.11,Push-Sync,8
1.68,1.52,0.13,Pull-Topo,9
1.43,1.27,0.14,Pull-Residual,9
3.37,3.22,0.13,Push-Async,9
5.37,5.22,0.14,Push-Sync,9
1.68,1.52,0.14,Pull-Topo,10
1.41,1.25,0.13,Pull-Residual,10
3.34,3.18,0.14,Push-Async,10
5.34,5.18,0.13,Push-Sync,10
1.70,1.52,0.15,Pull-Topo,11
1.42,1.25,0.14,Pull-Residual,11
3.35,3.20,0.13,Push-Async,11
5.34,5.20,0.12,Push-Sync,11
1.69,1.55,0.12,Pull-Topo,12
1.41,1.24,0.15,Pull-Residual,12
3.32,3.16,0.14,Push-Async,12
5.43,5.27,0.14,Push-Sync,12
1.73,1.60,0.11,Pull-Topo,13
1.41,1.25,0.14,Pull-Residual,13
3.38,3.23,0.12,Push-Async,13
5.35,5.19,0.13,Push-Sync,13
1.69,1.55,0.12,Pull-Topo,14
1.44,1.27,0.14,Pull-Residual,14
3.34,3.16,0.16,Push-Async,14
5.42,5.26,0.14,Push-Sync,14
1.75,1.60,0.12,Pull-Topo,15
1.41,1.26,0.13,Pull-Residual,15
3.43,3.28,0.12,Push-Async,15
5.34,5.18,0.14,Push-Sync,15
1.68,1.55,0.11,Pull-Topo,16
1.39,1.22,0.15,Pull-Residual,16
3.37,3.23,0.13,Push-Async,16
5.44,5.29,0.13,Push-Sync,16
1.74,1.57,0.14,Pull-Topo,17
1.42,1.27,0.13,Pull-Residual,17
3.34,3.20,0.12,Push-Async,17
5.47,5.30,0.15,Push-Sync,17
1.74,1.59,0.13,Pull-Topo,18
1.42,1.27,0.12,Pull-Residual,18
3.41,3.25,0.14,Push-Async,18
5.47,5.32,0.13,Push-Sync,18
1.76,1.59,0.16,Pull-Topo,19
1.45,1.31,0.12,Pull-Residual,19
3.37,3.20,0.15,Push-Async,19
5.40,5.26,0.12,Push-Sync,19
1.70,1.55,0.13,Pull-Topo,20
1.44,1.25,0.17,Pull-Residual,20
3.38,3.25,0.11,Push-Async,20
5.54,5.38,0.13,Push-Sync,20
1.70,1.54,0.14,Pull-Topo,21
1.41,1.28,0.11,Pull-Residual,21
3.35,3.20,0.13,Push-Async,21
5.36,5.19,0.14,Push-Sync,21
1.68,1.54,0.12,Pull-Topo,22
1.41,1.27,0.12,Pull-Residual,22
3.35,3.19,0.14,Push-Async,22
5.44,5.29,0.13,Push-Sync,22
1.68,1.54,0.12,Pull-Topo,23
1.41,1.27,0.12,Pull-Residual,23
3.33,3.19,0.12,Push-Async,23
5.35,5.21,0.12,Push-Sync,23
1.69,1.56,0.11,Pull-Topo,24
1.40,1.25,0.12,Pull-Residual,24
3.38,3.22,0.14,Push-Async,24
5.38,5.22,0.13,Push-Sync,24
1.71,1.56,0.12,Pull-Topo,25
1.42,1.27,0.13,Pull-Residual,25
3.34,3.18,0.13,Push-Async,25
5.36,5.20,0.14,Push-Sync,25
